blocking_condition_id,decision_readiness_id,decision_scorecard_id,decision_package_id,condition_type,condition_category,condition_description,severity,blocking_flag,source_phase,source_record_id,responsible_role,required_resolution,resolution_evidence_required,current_status,transition_enabled_after_resolution
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-lineage_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,lineage_completeness_condition,Conditional,Derived from lineage_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-lineage_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-blocking_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,blocking_condition,Blocking,Derived from governance_burden_status = Moderate,High,True,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-CF-blocking_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-CF-stakeholder_validation_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,stakeholder_validation_condition,Conditional,Derived from stakeholder_validation_required = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-CF-stakeholder_validation_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-CF-scenario_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,scenario_completeness_condition,Conditional,Derived from scenario_readiness = 1.0,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-CF-scenario_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
BC-DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-CF-evidence_completeness_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,evidence_completeness_condition,Conditional,Derived from evidence_completeness = 1.0,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-CF-evidence_completeness_condition,Operations Manager,Review and resolve before proceeding,Validation documentation required,Pending,False
