decision_package_id,monitoring_kpis,monitoring_responsible_role,escalation_required,escalation_reason,escalation_role,escalation_target_role,escalation_deadline,escalation_classification
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,,,False,,,Finance Manager / Hospital COO,,Conditional Escalation
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,,,False,,,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,,,False,,,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,,,False,,,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
