decision_action_routing_id,decision_package_id,final_readiness_status,escalation_required,escalation_status,escalation_reason,escalation_target_role,escalation_queue,escalation_timeframe_category,readiness_limitation,management_attention_required,operational_escalation_separate,governance_note
DAR-43B6DB98,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-66CE9BE2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-229F792C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-253443A3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E81A008F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-38B19406,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-72D49F6A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2216A943,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-70D964BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-874C02AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ECB93E7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9E1146B7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C37629BD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-058EDE83,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-16529290,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-81BFB53F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0D14F1CE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9A82C15C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-B15AE9BF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-23903C67,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A4CCDD3C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-06E98000,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-3B804E65,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-1515F471,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-DB98CDBA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-E2774DBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-A5116054,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-BF35B5D8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-59AC99F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-D4561A14,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-464F7DE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-C93AEC4F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-A5CDD6AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-55B09005,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-FEC108F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-FF5F6430,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-83301395,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-8F58D4A6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-CD88FFF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-45B20F4B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-1F3A5A77,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-49CFA213,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-B79D3655,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-EB6DB77C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-442626F9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-25A87F40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-0C80B3B9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-C6A64134,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-A868B0DA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-F11DE477,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-D9E9EB84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-54818B2B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-634B8635,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-F0343E73,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-D4B73CC3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-2CF0B258,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-8578D8D0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-A8841B38,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-4B192EFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-3AF15BF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-C2B5BAD4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-EE7F041C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5CB86B57,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-3945D05F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-230E6257,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-BDACF543,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2C12C57C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-942A5D94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-257DA3D5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-43AF3329,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-AE66E7D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
