contract_type,decision_readiness_id,decision_package_id,hospital,department,dominant_kpi,risk_tier,urgency,final_readiness_status,primary_queue,main_blocking_condition,next_required_action,responsible_role,approval_status,contract_field
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,,,,Requires Baseline Validation,,,Baseline validation passes,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,,,,Requires Baseline Validation,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,Medical Ward,Staffing Level,,,Requires Stakeholder Validation,,stakeholder_validation_condition,Stakeholder confirmation received,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,,,,,Management Confirmation Gate=Fail
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,Requires Stakeholder Validation,,,Stakeholder confirmation received,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,,Requires Stakeholder Validation,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,Medical Ward,Staffing Level,,,Ready for Integrated Management Review,,stakeholder_validation_condition,No transition available from this state,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,Ready for Integrated Management Review,,,No transition available from this state,,,"next=No eligible transition defined,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,,Ready for Integrated Management Review,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,Medical Ward,Staffing Level,,,Requires Evidence Completion,,stakeholder_validation_condition,Required evidence references provided,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,Requires Evidence Completion,,,Required evidence references provided,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,,Requires Evidence Completion,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,Medical Ward,Staffing Level,,,Ready with Conditions,,stakeholder_validation_condition,All blocking conditions resolved and confirmations completed,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,Ready with Conditions,,,All blocking conditions resolved and confirmations completed,,,"next=Ready for Integrated Management Review,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,,Ready with Conditions,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,Medical Ward,Staffing Level,,,Requires Benefit Validation,,stakeholder_validation_condition,Benefit eligibility resolved,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,Requires Benefit Validation,,,Benefit eligibility resolved,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,,Requires Benefit Validation,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,Medical Ward,Staffing Level,,,Requires Stakeholder Validation,,stakeholder_validation_condition,Stakeholder confirmation received,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,,,,,,,,Evidence Gate=Pass
