export_contract_id,decision_package_id,approval_package_id,contract_name,required_fields,contract_status,governance_note
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-EC-audit_and_lineage_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,audit_and_lineage_sheet,decision_package_id|approval_package_id|causality_status|contradiction_warning|provisional_warning|evidence_completeness|lineage_completeness|governance_issue_count|package_limitations|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-EC-decision_package_summary,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,decision_package_summary,decision_package_id|approval_package_id|hospital_name|department_name|dominant_kpi_name|package_status|package_readiness|completeness_status|issue_title|management_narrative,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-EC-full_evidence_package,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,full_evidence_package,decision_package_id|approval_package_id|evidence_reference_count|lineage_reference_count|evidence_complete|lineage_complete|evidence_ids|lineage_ids|source_phase_list|audit_traceability_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-EC-management_review_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,management_review_sheet,decision_package_id|approval_package_id|management_question_id|question_text|question_category|mandatory_flag|blocking_flag|responsible_role|confirmation_id|confirmation_type|current_status,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-EC-scenario_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,scenario_comparison_sheet,decision_package_id|approval_package_id|scenario_family|baseline_available|conservative_available|expected_available|higher_intensity_available|comparator_completeness|comparator_consistency|scenario_tradeoff_summary|scenario_displacement_summary|scenario_dominance_summary,Active,Export contract governed by Step 2D-2 specification.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-EC-financial_comparison_sheet,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,financial_comparison_sheet,decision_package_id|approval_package_id|financial_review_required|cost_completeness|estimated_scenario_cost|estimated_financial_benefit|estimated_net_financial_impact|roi_status|payback_status|affordability_status|lower_financial_estimate|central_financial_estimate|upper_financial_estimate|financial_confidence,Active,Export contract governed by Step 2D-2 specification.
