integrated_management_brief_id,decision_package_id,provisional_warning,contradiction_warning,stakeholder_validation_required,assumption_validation_required,baseline_validation_required,financial_validation_required,governance_burden_status,evidence_limitation,lineage_limitation,audit_limitation,overall_management_limitation
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,False; False; False; False; False; False,,True,True,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
