management_question_id,decision_package_id,approval_package_id,question_text,question_category,required_response_type,mandatory_flag,responsible_role,blocking_flag,source_reference
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-MQ-002,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Are the recommendation assumptions acceptable?,Assumption Validation,Yes/No/Partial,True,Clinical Lead,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111-MQ-006,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Are the trade-offs acceptable?,Trade-off Assessment,Yes/No/Partial,True,Executive Sponsor,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-MQ-001,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Is the current operational risk accurately represented?,Risk Validation,Yes/No/Partial,True,Operations Manager,True,Step 2D-1 integrated decision model
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-MQ-008,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Should the case remain under monitoring?,Monitoring Assessment,Yes/No/Partial,False,Operations Manager,False,Step 2D-1 integrated decision model
