decision_action_routing_id,decision_package_id,final_readiness_status,action_routing_explanation,primary_permitted_action,main_blocking_action,main_blocking_reason,responsible_role,escalation_required,escalation_status,governance_note
DAR-25A87F40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-0C80B3B9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-C6A64134,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-A868B0DA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-F11DE477,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-D9E9EB84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-54818B2B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-634B8635,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-F0343E73,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-D4B73CC3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-2CF0B258,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-8578D8D0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-A8841B38,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Requires Evidence Completion,Current readiness: Requires Evidence Completion. Primary permitted action: Request Evidence Completion. This action is permitted because the readiness status governs allowed actions. Main blocking action: Review Integrated Decision Package. Reason: Action blocked due to evidence deficiency. Responsible role: Data Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Evidence Completion,Review Integrated Decision Package,Action blocked due to evidence deficiency,Data Owner,True,Standard Review,Explanation for management workflow support only
DAR-4B192EFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-3AF15BF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Requires Additional Scenario Analysis,Current readiness: Requires Additional Scenario Analysis. Primary permitted action: Request Additional Scenario. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to incomplete scenario analysis. Responsible role: Analytics Team. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Additional Scenario,Proceed to Limited-Trial Consideration,Action blocked due to incomplete scenario analysis,Analytics Team,True,Standard Review,Explanation for management workflow support only
DAR-C2B5BAD4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Requires Evidence Completion,Current readiness: Requires Evidence Completion. Primary permitted action: Request Evidence Completion. This action is permitted because the readiness status governs allowed actions. Main blocking action: Review Integrated Decision Package. Reason: Action blocked due to evidence deficiency. Responsible role: Data Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Evidence Completion,Review Integrated Decision Package,Action blocked due to evidence deficiency,Data Owner,True,Standard Review,Explanation for management workflow support only
DAR-EE7F041C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Requires Evidence Completion,Current readiness: Requires Evidence Completion. Primary permitted action: Request Evidence Completion. This action is permitted because the readiness status governs allowed actions. Main blocking action: Review Integrated Decision Package. Reason: Action blocked due to evidence deficiency. Responsible role: Data Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Evidence Completion,Review Integrated Decision Package,Action blocked due to evidence deficiency,Data Owner,True,Standard Review,Explanation for management workflow support only
DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Ready for Integrated Management Review,Current readiness: Ready for Integrated Management Review. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Standard Review,Explanation for management workflow support only
DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Requires Baseline Validation,Current readiness: Requires Baseline Validation. Primary permitted action: Validate Baseline. This action is permitted because the readiness status governs allowed actions. Main blocking action: Compare Scenario Options. Reason: Action blocked due to invalid baseline. Responsible role: Data Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Validate Baseline,Compare Scenario Options,Action blocked due to invalid baseline,Data Owner,True,Standard Review,Explanation for management workflow support only
DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Requires Stakeholder Validation,Current readiness: Requires Stakeholder Validation. Primary permitted action: Request Stakeholder Review. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to unresolved stakeholder confirmation. Responsible role: Stakeholder Owner. Escalation requirement: Yes (Standard Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Request Stakeholder Review,Proceed to Limited-Trial Consideration,Action blocked due to unresolved stakeholder confirmation,Stakeholder Owner,True,Standard Review,Explanation for management workflow support only
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Ready with Conditions,Current readiness: Ready with Conditions. Primary permitted action: Review Integrated Decision Package. This action is permitted because the readiness status governs allowed actions. Main blocking action: None. Reason: No blocking conditions. Responsible role: Hospital COO / General Manager. Escalation requirement: Yes (Priority Review). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Review Integrated Decision Package,None,No blocking conditions,Hospital COO / General Manager,True,Priority Review,Explanation for management workflow support only
DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-D78BF714,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-AFCDB9D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-E7678D13,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-27191DC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring Only,Current readiness: Monitoring Only. Primary permitted action: Continue Monitoring. This action is permitted because the readiness status governs allowed actions. Main blocking action: Proceed to Limited-Trial Consideration. Reason: Action blocked due to multiple gate failures. Responsible role: Operations Manager. Escalation requirement: No (Monitoring). What must happen next: Management review of primary permitted action and conditions. What this routing does not mean: No action is selected or approved. This routing supports management workflow and does not constitute action selection or approval.,Continue Monitoring,Proceed to Limited-Trial Consideration,Action blocked due to multiple gate failures,Operations Manager,False,Monitoring,Explanation for management workflow support only
