action_prerequisite_id,decision_action_routing_id,action_id,action_name,prerequisite_type,prerequisite_description,source_gate,source_condition_id,mandatory_flag,blocking_flag,responsible_role,evidence_required,current_status,completion_required_before_action
PRQ-62F9E247,DAR-0D703D49,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-1D209E79,DAR-0D703D49,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-8BA3737A,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-22671FF4,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-542283D5,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-816482C3,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-DCFDB34F,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-FB4B715E,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-7DDFBC05,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-39DC1C39,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-9FA8D26B,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-7E168BBD,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-30826941,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-F0499C92,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-CE0BCB61,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-220A27A2,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-4A22718C,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-4BFC4E07,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-A167B262,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-4B401182,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-6B941A95,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-4E741992,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-6CD8A551,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-3C24687D,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D10E2EF7,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-830C2686,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-61709D45,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-5A84847D,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-41596F2D,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-59006390,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-A53B81AE,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-099EC512,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-17564422,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-83C001E1,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-AD6456DB,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C61980D7,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-25E21FA2,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-87F95302,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-EDE7E9EF,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-4892149D,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-D8D38FFC,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-7FE318AA,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-587B27C3,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-345F06D9,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-80E9A267,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-6889EDFA,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-9008E4A2,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-54DE9318,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-B6C45924,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-534A8B5C,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-090AC1AC,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-C5FD6613,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-22F95982,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-4CDC4F45,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-EEF6D087,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-20A7EBB2,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-45F73FC0,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-3AD7DC68,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C8E473D2,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-3FBC526A,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D11BEFE4,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-F9B6F7A1,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-231ACCD9,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-BD48D2C8,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-866D7A4C,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-489DD501,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-B2CC1963,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-FA100188,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-2789F9AB,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-50115087,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-5731E17D,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-FE45B5ED,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D112CDA8,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-999A2C8A,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-46862632,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-51788ADB,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-7632774D,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-A5B0DBE3,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-216F3E6F,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-96C5DF76,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-ACCE6873,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-2CCE3EE3,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-BC326139,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-4F484157,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-10DED206,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-445484A8,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-728C9538,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-1C4202F4,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-BE3626A9,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C970D845,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-FFCD850F,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-B3C31930,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-8BA315C6,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-DF26C7B4,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-69F0D0C3,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-E058E98E,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-578735E3,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-AB9C1BA4,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-E91050FA,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-E997826E,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-19CD12C4,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-F8E8AE81,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-24C8CDB3,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-20A9424D,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-05101348,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-F557539C,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-84F02E4D,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-2371D149,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-93779295,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-01607890,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-71836D01,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-B0647F6C,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-4B4E1645,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-7F3FEA02,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-6647FDC6,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-3467332D,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-C4C503B6,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-7FCCBAD6,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-0B23F582,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-9927DB49,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-0BE305E0,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-2D7F645C,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-B3527F9F,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-4F5ACB29,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-0526454D,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-AE081C72,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-7BC14954,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-62B0A28E,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-3065E037,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-DB5F7F97,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-CBA0DDAB,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-14D91AEA,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-E29DE5C7,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-8129454B,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-4C61248F,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-EB87633B,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-46598D1B,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C81897D5,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-056B2AFE,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-EB5A8F28,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-0DA05432,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-C05191F7,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C3BC7184,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-3AEB097A,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-00F20869,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-FF20A2D8,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-40F29F1B,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-FDECA3AA,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C88CDC84,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-B160C1B6,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-EB2016CE,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-69FE40EE,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-EA27BA00,DAR-230E6257,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
