audit_explanation_id,decision_action_routing_id,decision_package_id,audit_readiness_explanation,evidence_completeness_status,lineage_completeness_status,audit_event_count,current_audit_state,missing_evidence_count,missing_lineage_count,governance_note
AEX-581AE9F7,DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-B5EBC6F1,DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-6B3747C2,DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-499EBC7F,DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-0F914D86,DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5B12316C,DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-64F7DC8D,DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-8A84AF25,DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-E39C75D3,DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-D64B7453,DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-A6894162,DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-8F8D35EE,DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-A205997D,DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-0B9F5C69,DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-40A2D603,DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-F4766C98,DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5B207C9F,DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-9A41B77C,DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-70DC64D5,DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-7BD20B97,DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-928F9D8F,DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-DB1A8546,DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-233CCD24,DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-F30CD4A1,DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-71B3C8D2,DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-0CA00278,DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-7FC6E398,DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-54BD1520,DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-E455F66B,DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-464D675B,DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-CD954893,DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-92A1CA9F,DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-371CEE88,DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-3083D364,DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-FB9CD6F8,DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-9C95936D,DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5F9556A5,DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-62C546D2,DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-E6EBC986,DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-C8DD152F,DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-31E6DC48,DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-9FFC3984,DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-9378E819,DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-D98C0382,DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-782B864D,DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-0CE41444,DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
