profile_id,scenario_run_id,approval_package_id,episode_id,analytical_trade_off_index,index_components_json,index_weights_json,trade_off_band,trade_off_rationale
TP-SR-BL-0620D073F955070B-COMP-HIGH-001,SR-BL-0620D073F955070B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,EP-HOSP-001-DEPT-OPC-kpi_001-20260305,59.26,"{""primary_kpi_impact"": 36.111111111111114, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.3 based on 7 criteria
TP-SR-BL-4252681C47EC5144-COMP-BASE-001,SR-BL-4252681C47EC5144-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,55.14,"{""primary_kpi_impact"": 0.06105006105005373, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-4252681C47EC5144-COMP-CONS-001,SR-BL-4252681C47EC5144-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,57.61,"{""primary_kpi_impact"": 29.690679690679673, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 57.6 based on 7 criteria
TP-SR-BL-4252681C47EC5144-COMP-EXP-001,SR-BL-4252681C47EC5144-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,61.41,"{""primary_kpi_impact"": 44.50549450549448, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.4 based on 7 criteria
TP-SR-BL-4252681C47EC5144-COMP-HIGH-001,SR-BL-4252681C47EC5144-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,EP-HOSP-001-DEPT-OPC-kpi_001-20260314,61.41,"{""primary_kpi_impact"": 44.50549450549448, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.4 based on 7 criteria
TP-SR-BL-019C625F78356E2C-COMP-BASE-001,SR-BL-019C625F78356E2C-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-019C625F78356E2C-COMP-CONS-001,SR-BL-019C625F78356E2C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,58.55,"{""primary_kpi_impact"": 33.333333333333314, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-019C625F78356E2C-COMP-EXP-001,SR-BL-019C625F78356E2C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,58.55,"{""primary_kpi_impact"": 33.333333333333314, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-019C625F78356E2C-COMP-HIGH-001,SR-BL-019C625F78356E2C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,EP-HOSP-001-DEPT-OPC-kpi_001-20260325,58.55,"{""primary_kpi_impact"": 33.333333333333314, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-E3193F8E25D0F619-COMP-BASE-001,SR-BL-E3193F8E25D0F619-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-E3193F8E25D0F619-COMP-CONS-001,SR-BL-E3193F8E25D0F619-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,57.33,"{""primary_kpi_impact"": 28.571428571428555, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 57.3 based on 7 criteria
TP-SR-BL-E3193F8E25D0F619-COMP-EXP-001,SR-BL-E3193F8E25D0F619-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,64.65,"{""primary_kpi_impact"": 57.14285714285714, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 64.7 based on 7 criteria
TP-SR-BL-E3193F8E25D0F619-COMP-HIGH-001,SR-BL-E3193F8E25D0F619-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,EP-HOSP-001-DEPT-OPC-kpi_001-20260331,64.65,"{""primary_kpi_impact"": 57.14285714285714, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 64.7 based on 7 criteria
TP-SR-BL-AA7C54C98DD1D177-COMP-BASE-001,SR-BL-AA7C54C98DD1D177-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,55.37,"{""primary_kpi_impact"": 0.9241911128703464, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.4 based on 7 criteria
TP-SR-BL-AA7C54C98DD1D177-COMP-CONS-001,SR-BL-AA7C54C98DD1D177-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,58.47,"{""primary_kpi_impact"": 33.03807303807304, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-AA7C54C98DD1D177-COMP-EXP-001,SR-BL-AA7C54C98DD1D177-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,58.47,"{""primary_kpi_impact"": 33.03807303807304, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-AA7C54C98DD1D177-COMP-HIGH-001,SR-BL-AA7C54C98DD1D177-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,EP-HOSP-001-DEPT-OPC-kpi_001-20260405,58.47,"{""primary_kpi_impact"": 33.03807303807304, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-B2272FE31CB45E17-COMP-BASE-001,SR-BL-B2272FE31CB45E17-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-B2272FE31CB45E17-COMP-CONS-001,SR-BL-B2272FE31CB45E17-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,59.32,"{""primary_kpi_impact"": 36.363636363636346, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.3 based on 7 criteria
TP-SR-BL-B2272FE31CB45E17-COMP-EXP-001,SR-BL-B2272FE31CB45E17-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,59.32,"{""primary_kpi_impact"": 36.363636363636346, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.3 based on 7 criteria
TP-SR-BL-B2272FE31CB45E17-COMP-HIGH-001,SR-BL-B2272FE31CB45E17-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,EP-HOSP-001-DEPT-OPC-kpi_001-20260417,59.32,"{""primary_kpi_impact"": 36.363636363636346, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.3 based on 7 criteria
TP-SR-BL-268F888700F2B7A1-COMP-BASE-001,SR-BL-268F888700F2B7A1-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-268F888700F2B7A1-COMP-CONS-001,SR-BL-268F888700F2B7A1-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,58.55,"{""primary_kpi_impact"": 33.333333333333314, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 58.5 based on 7 criteria
TP-SR-BL-268F888700F2B7A1-COMP-EXP-001,SR-BL-268F888700F2B7A1-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,62.82,"{""primary_kpi_impact"": 50.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 62.8 based on 7 criteria
TP-SR-BL-268F888700F2B7A1-COMP-HIGH-001,SR-BL-268F888700F2B7A1-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,EP-HOSP-001-DEPT-OPC-kpi_001-20260423,62.82,"{""primary_kpi_impact"": 50.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 62.8 based on 7 criteria
TP-SR-BL-3928AD8BBDE8B58E-COMP-BASE-001,SR-BL-3928AD8BBDE8B58E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,56.19,"{""primary_kpi_impact"": 4.13560295913237, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 56.2 based on 7 criteria
TP-SR-BL-3928AD8BBDE8B58E-COMP-CONS-001,SR-BL-3928AD8BBDE8B58E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,59.25,"{""primary_kpi_impact"": 36.06837606837607, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.2 based on 7 criteria
TP-SR-BL-3928AD8BBDE8B58E-COMP-EXP-001,SR-BL-3928AD8BBDE8B58E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,59.25,"{""primary_kpi_impact"": 36.06837606837607, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.2 based on 7 criteria
TP-SR-BL-3928AD8BBDE8B58E-COMP-HIGH-001,SR-BL-3928AD8BBDE8B58E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,EP-HOSP-001-DEPT-OPC-kpi_001-20260428,59.25,"{""primary_kpi_impact"": 36.06837606837607, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.2 based on 7 criteria
TP-SR-BL-9657669AA12DB627-COMP-BASE-001,SR-BL-9657669AA12DB627-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-9657669AA12DB627-COMP-CONS-001,SR-BL-9657669AA12DB627-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,59.32,"{""primary_kpi_impact"": 36.363636363636346, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 59.3 based on 7 criteria
TP-SR-BL-9657669AA12DB627-COMP-EXP-001,SR-BL-9657669AA12DB627-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,63.99,"{""primary_kpi_impact"": 54.54545454545453, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 64.0 based on 7 criteria
TP-SR-BL-9657669AA12DB627-COMP-HIGH-001,SR-BL-9657669AA12DB627-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,EP-HOSP-001-DEPT-OPC-kpi_001-20260517,63.99,"{""primary_kpi_impact"": 54.54545454545453, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 64.0 based on 7 criteria
TP-SR-BL-88FE729827A4AE38-COMP-BASE-001,SR-BL-88FE729827A4AE38-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,55.13,"{""primary_kpi_impact"": 0.0, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 100}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 55.1 based on 7 criteria
TP-SR-BL-88FE729827A4AE38-COMP-CONS-001,SR-BL-88FE729827A4AE38-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,57.33,"{""primary_kpi_impact"": 28.571428571428584, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 57.3 based on 7 criteria
TP-SR-BL-88FE729827A4AE38-COMP-EXP-001,SR-BL-88FE729827A4AE38-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,60.99,"{""primary_kpi_impact"": 42.85714285714286, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.0 based on 7 criteria
TP-SR-BL-88FE729827A4AE38-COMP-HIGH-001,SR-BL-88FE729827A4AE38-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,EP-HOSP-001-DEPT-OPC-kpi_001-20260530,60.99,"{""primary_kpi_impact"": 42.85714285714286, ""confidence"": 50, ""contradiction"": 100, ""baseline_completeness"": 100, ""assumption_extremity"": 100.0, ""supporting_kpi"": 25, ""displacement_risk"": 50}","{""primary_kpi_impact"": 0.2, ""supporting_kpi"": 0.1, ""confidence"": 0.15, ""contradiction"": 0.1, ""baseline_completeness"": 0.08, ""assumption_extremity"": 0.07, ""displacement_risk"": 0.08}",Balanced Trade-Off,Analytical Trade-Off Index = 61.0 based on 7 criteria
