approval_package_id,episode_id,recommendation_id,case_id,recommendation_role,final_review_outcome,approval_eligibility,exclusion_reason,required_confirmation,scenario_review_required,financial_review_required,contradiction_severity,provisional_recommendation_flag,evidence_pack_id
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,EP-HOSP-001-DEPT-ICU-kpi_002-20261026,REC-CASE-DEPT-ICU-20261028-OPT1,CASE-DEPT-ICU-20261028,Supporting,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-1A565977D140
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,EP-HOSP-001-DEPT-ICU-kpi_002-20261026,REC-CASE-DEPT-ICU-20261028-OPT2,CASE-DEPT-ICU-20261028,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-1A565977D140
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,EP-HOSP-001-DEPT-ICU-kpi_002-20261026,REC-CASE-DEPT-ICU-20261031-OPT1,CASE-DEPT-ICU-20261031,Supporting,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-AC5B6B0C682A
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,EP-HOSP-001-DEPT-ICU-kpi_002-20261026,REC-CASE-DEPT-ICU-20261031-OPT2,CASE-DEPT-ICU-20261031,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-AC5B6B0C682A
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,REC-CASE-DEPT-ICU-20261118-OPT1,CASE-DEPT-ICU-20261118,Representative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-4891E6C65DAF
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,REC-CASE-DEPT-ICU-20261118-OPT2,CASE-DEPT-ICU-20261118,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-4891E6C65DAF
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,REC-CASE-DEPT-ICU-20261119-OPT1,CASE-DEPT-ICU-20261119,Supporting,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-9C075C5F1092
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,REC-CASE-DEPT-ICU-20261119-OPT2,CASE-DEPT-ICU-20261119,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-9C075C5F1092
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,REC-CASE-DEPT-ICU-20261120-OPT1,CASE-DEPT-ICU-20261120,Supporting,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-FAE15A7FB470
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EP-HOSP-001-DEPT-ICU-kpi_002-20261118,REC-CASE-DEPT-ICU-20261120-OPT2,CASE-DEPT-ICU-20261120,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-FAE15A7FB470
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,EP-HOSP-001-DEPT-ICU-kpi_002-20261129,REC-CASE-DEPT-ICU-20261129-OPT1,CASE-DEPT-ICU-20261129,Representative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-A6C7AFDA6B5A
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,EP-HOSP-001-DEPT-ICU-kpi_002-20261129,REC-CASE-DEPT-ICU-20261129-OPT2,CASE-DEPT-ICU-20261129,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-A6C7AFDA6B5A
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,EP-HOSP-001-DEPT-ICU-kpi_002-20261207,REC-CASE-DEPT-ICU-20261207-OPT1,CASE-DEPT-ICU-20261207,Representative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-A3055769E9E8
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,EP-HOSP-001-DEPT-ICU-kpi_002-20261207,REC-CASE-DEPT-ICU-20261207-OPT2,CASE-DEPT-ICU-20261207,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-A3055769E9E8
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,EP-HOSP-001-DEPT-ICU-kpi_002-20261207,REC-CASE-DEPT-ICU-20261209-OPT1,CASE-DEPT-ICU-20261209,Supporting,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-E02BFBBC1337
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,EP-HOSP-001-DEPT-ICU-kpi_002-20261207,REC-CASE-DEPT-ICU-20261209-OPT2,CASE-DEPT-ICU-20261209,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-E02BFBBC1337
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,EP-HOSP-001-DEPT-ICU-kpi_002-20261213,REC-CASE-DEPT-ICU-20261213-OPT1,CASE-DEPT-ICU-20261213,Representative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-426C28287085
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,EP-HOSP-001-DEPT-ICU-kpi_002-20261213,REC-CASE-DEPT-ICU-20261213-OPT2,CASE-DEPT-ICU-20261213,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-426C28287085
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,EP-HOSP-001-DEPT-ICU-kpi_002-20261217,REC-CASE-DEPT-ICU-20261217-OPT1,CASE-DEPT-ICU-20261217,Representative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-2D1419FDE3B7
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,EP-HOSP-001-DEPT-ICU-kpi_002-20261217,REC-CASE-DEPT-ICU-20261217-OPT2,CASE-DEPT-ICU-20261217,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-2D1419FDE3B7
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,EP-HOSP-001-DEPT-ICU-kpi_002-20261231,REC-CASE-DEPT-ICU-20261231-OPT1,CASE-DEPT-ICU-20261231,Representative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-B1F36D5058F5
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,EP-HOSP-001-DEPT-ICU-kpi_002-20261231,REC-CASE-DEPT-ICU-20261231-OPT2,CASE-DEPT-ICU-20261231,Alternative,Valid with Conditions,Eligible,,"Were there any known illness outbreaks, training events, or policy changes affecting attendance during this period?",True,False,Material,False,DEP-EP-B1F36D5058F5
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260107-OPT1,CASE-DEPT-ICU-20260107,Representative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-86379834F16B
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260107-OPT2,CASE-DEPT-ICU-20260107,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-86379834F16B
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260107-OPT3,CASE-DEPT-ICU-20260107,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-86379834F16B
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260108-OPT1,CASE-DEPT-ICU-20260108,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-DA6CCC180FDD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260108-OPT2,CASE-DEPT-ICU-20260108,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-DA6CCC180FDD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260108-OPT3,CASE-DEPT-ICU-20260108,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-DA6CCC180FDD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260110-OPT1,CASE-DEPT-ICU-20260110,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-A8D2002FD923
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260110-OPT2,CASE-DEPT-ICU-20260110,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-A8D2002FD923
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260110-OPT3,CASE-DEPT-ICU-20260110,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-A8D2002FD923
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260111-OPT1,CASE-DEPT-ICU-20260111,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-3858CDD256BF
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260111-OPT2,CASE-DEPT-ICU-20260111,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-3858CDD256BF
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260111-OPT3,CASE-DEPT-ICU-20260111,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-3858CDD256BF
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260112-OPT1,CASE-DEPT-ICU-20260112,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-CEE0E7ABF8E3
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260112-OPT2,CASE-DEPT-ICU-20260112,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-CEE0E7ABF8E3
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260112-OPT3,CASE-DEPT-ICU-20260112,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-CEE0E7ABF8E3
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260115-OPT1,CASE-DEPT-ICU-20260115,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-6B1AB077975D
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260115-OPT2,CASE-DEPT-ICU-20260115,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-6B1AB077975D
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260115-OPT3,CASE-DEPT-ICU-20260115,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-6B1AB077975D
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260116-OPT1,CASE-DEPT-ICU-20260116,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-E3519407AEBD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260116-OPT2,CASE-DEPT-ICU-20260116,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-E3519407AEBD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260116-OPT3,CASE-DEPT-ICU-20260116,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-E3519407AEBD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260117-OPT1,CASE-DEPT-ICU-20260117,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-7CBB07A416E6
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260117-OPT2,CASE-DEPT-ICU-20260117,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-7CBB07A416E6
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,REC-CASE-DEPT-ICU-20260117-OPT3,CASE-DEPT-ICU-20260117,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-7CBB07A416E6
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,REC-CASE-DEPT-ICU-20260121-OPT1,CASE-DEPT-ICU-20260121,Representative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-35C928E1CAC5
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,REC-CASE-DEPT-ICU-20260121-OPT2,CASE-DEPT-ICU-20260121,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-35C928E1CAC5
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,REC-CASE-DEPT-ICU-20260121-OPT3,CASE-DEPT-ICU-20260121,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-35C928E1CAC5
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,REC-CASE-DEPT-ICU-20260122-OPT1,CASE-DEPT-ICU-20260122,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-F4D13771F3C9
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,REC-CASE-DEPT-ICU-20260122-OPT2,CASE-DEPT-ICU-20260122,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-F4D13771F3C9
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,REC-CASE-DEPT-ICU-20260122-OPT3,CASE-DEPT-ICU-20260122,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-F4D13771F3C9
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EP-HOSP-001-DEPT-ICU-kpi_003-20260128,REC-CASE-DEPT-ICU-20260128-OPT1,CASE-DEPT-ICU-20260128,Representative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-AEC4E6B27EBD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EP-HOSP-001-DEPT-ICU-kpi_003-20260128,REC-CASE-DEPT-ICU-20260128-OPT2,CASE-DEPT-ICU-20260128,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-AEC4E6B27EBD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EP-HOSP-001-DEPT-ICU-kpi_003-20260128,REC-CASE-DEPT-ICU-20260128-OPT3,CASE-DEPT-ICU-20260128,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-AEC4E6B27EBD
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,REC-CASE-DEPT-ICU-20260202-OPT1,CASE-DEPT-ICU-20260202,Representative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-0024CF2D317F
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,REC-CASE-DEPT-ICU-20260202-OPT2,CASE-DEPT-ICU-20260202,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-0024CF2D317F
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,REC-CASE-DEPT-ICU-20260202-OPT3,CASE-DEPT-ICU-20260202,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-0024CF2D317F
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,REC-CASE-DEPT-ICU-20260204-OPT1,CASE-DEPT-ICU-20260204,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-45D010D42E8A
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,REC-CASE-DEPT-ICU-20260204-OPT2,CASE-DEPT-ICU-20260204,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-45D010D42E8A
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,REC-CASE-DEPT-ICU-20260204-OPT3,CASE-DEPT-ICU-20260204,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-45D010D42E8A
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260208-OPT1,CASE-DEPT-ICU-20260208,Representative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-E5D23510897B
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260208-OPT2,CASE-DEPT-ICU-20260208,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-E5D23510897B
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260208-OPT3,CASE-DEPT-ICU-20260208,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-E5D23510897B
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260209-OPT1,CASE-DEPT-ICU-20260209,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-75B83E7964FA
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260209-OPT2,CASE-DEPT-ICU-20260209,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-75B83E7964FA
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260209-OPT3,CASE-DEPT-ICU-20260209,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-75B83E7964FA
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260210-OPT1,CASE-DEPT-ICU-20260210,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-2831CF72AFD1
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260210-OPT2,CASE-DEPT-ICU-20260210,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-2831CF72AFD1
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260210-OPT3,CASE-DEPT-ICU-20260210,Alternative,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-2831CF72AFD1
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,REC-CASE-DEPT-ICU-20260212-OPT1,CASE-DEPT-ICU-20260212,Supporting,Valid after Minor Revision,Eligible,,"Was bed capacity intentionally reduced (e.g., maintenance, infection control closure) or were there unusual admission patterns during this period?",False,False,Minor,True,DEP-EP-460FD8A9820E
