approval_package_id,episode_id,hospital_id,department_id,department_name,episode_start_date,episode_end_date,dominant_kpi_id,dominant_kpi_name,maximum_priority_tier,recommendation_type,proposed_management_action,scenario_review_required,scenario_review_priority,scenario_review_reason,scenario_review_scope,scenario_engine_status,provisional_threshold_flag,provisional_kpi_list,contradiction_severity,financial_review_required
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,EP-HOSP-001-DEPT-ICU-kpi_003-20261224,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-24,2026-12-25,kpi_003,Bed Occupancy Rate,Elevated,Immediate Stabilisation,"Validate whether current bed occupancy in Intensive Care Unit reflects actual operational capacity or temporary closures (maintenance, infection control). The case on 2026-12-24 shows Elevated priority with Prompt Review urgency. Adjust elective admission planning for the next 48 hours based on validated available capacity. Do not make structural capacity decisions until the threshold is confirmed.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,True,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,EP-HOSP-001-DEPT-ICU-kpi_006-20260215,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-02-15,2026-02-15,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,EP-HOSP-001-DEPT-ICU-kpi_006-20260403,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-04-03,2026-04-03,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,EP-HOSP-001-DEPT-ICU-kpi_006-20260411,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-04-11,2026-04-13,kpi_006,Patient Satisfaction Score,"Critical, Elevated",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,EP-HOSP-001-DEPT-ICU-kpi_006-20260509,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-05-09,2026-05-09,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,EP-HOSP-001-DEPT-ICU-kpi_006-20260515,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-05-15,2026-05-15,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,EP-HOSP-001-DEPT-ICU-kpi_006-20260603,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-03,2026-06-08,kpi_006,Patient Satisfaction Score,"Elevated, High",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,EP-HOSP-001-DEPT-ICU-kpi_006-20260619,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-19,2026-06-19,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,EP-HOSP-001-DEPT-ICU-kpi_006-20260623,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-23,2026-06-23,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,EP-HOSP-001-DEPT-ICU-kpi_006-20260628,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-06-28,2026-06-28,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,EP-HOSP-001-DEPT-ICU-kpi_006-20260716,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-16,2026-07-16,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,EP-HOSP-001-DEPT-ICU-kpi_006-20260725,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-25,2026-07-25,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,EP-HOSP-001-DEPT-ICU-kpi_006-20260730,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-07-30,2026-07-31,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,EP-HOSP-001-DEPT-ICU-kpi_006-20260809,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-09,2026-08-13,kpi_006,Patient Satisfaction Score,"Elevated, High",Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,EP-HOSP-001-DEPT-ICU-kpi_006-20260824,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-08-24,2026-08-26,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-03,2026-09-03,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-09-10,2026-09-10,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-12,2026-10-12,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-10-22,2026-10-22,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-12,2026-11-12,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-17,2026-11-17,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,EP-HOSP-001-DEPT-ICU-kpi_006-20261126,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-11-26,2026-11-26,kpi_006,Patient Satisfaction Score,Elevated,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,EP-HOSP-001-DEPT-ICU-kpi_006-20261205,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-05,2026-12-06,kpi_006,Patient Satisfaction Score,Critical,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,EP-HOSP-001-DEPT-ICU-kpi_006-20261216,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-16,2026-12-16,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,EP-HOSP-001-DEPT-ICU-kpi_006-20261220,HOSP-001,DEPT-ICU,Intensive Care Unit,2026-12-20,2026-12-22,kpi_006,Patient Satisfaction Score,High,Immediate Stabilisation,"Verify the survey response volume, response rate, and methodology for Intensive Care Unit during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",False,Not Required,"Action is data validation, monitoring, or confirmation — no operational configuration alternatives to simulate",,Exclude,False,kpi_003,Minor,False
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,EP-HOSP-001-DEPT-MED-kpi_001-20260116,HOSP-001,DEPT-MED,Medical Ward,2026-01-16,2026-01-16,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,EP-HOSP-001-DEPT-MED-kpi_001-20260208,HOSP-001,DEPT-MED,Medical Ward,2026-02-08,2026-02-08,kpi_001,Staffing Level,Elevated,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,EP-HOSP-001-DEPT-MED-kpi_001-20260330,HOSP-001,DEPT-MED,Medical Ward,2026-03-30,2026-03-31,kpi_001,Staffing Level,"Critical, High",Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,EP-HOSP-001-DEPT-MED-kpi_001-20260408,HOSP-001,DEPT-MED,Medical Ward,2026-04-08,2026-04-08,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,EP-HOSP-001-DEPT-MED-kpi_001-20260421,HOSP-001,DEPT-MED,Medical Ward,2026-04-21,2026-04-21,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,EP-HOSP-001-DEPT-MED-kpi_001-20260502,HOSP-001,DEPT-MED,Medical Ward,2026-05-02,2026-05-02,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,EP-HOSP-001-DEPT-MED-kpi_001-20260605,HOSP-001,DEPT-MED,Medical Ward,2026-06-05,2026-06-05,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,EP-HOSP-001-DEPT-MED-kpi_001-20260616,HOSP-001,DEPT-MED,Medical Ward,2026-06-16,2026-06-18,kpi_001,Staffing Level,"Critical, Elevated",Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,EP-HOSP-001-DEPT-MED-kpi_001-20260717,HOSP-001,DEPT-MED,Medical Ward,2026-07-17,2026-07-17,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,EP-HOSP-001-DEPT-MED-kpi_001-20260723,HOSP-001,DEPT-MED,Medical Ward,2026-07-23,2026-07-24,kpi_001,Staffing Level,"Critical, High",Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,EP-HOSP-001-DEPT-MED-kpi_001-20260728,HOSP-001,DEPT-MED,Medical Ward,2026-07-28,2026-07-28,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,EP-HOSP-001-DEPT-MED-kpi_001-20260916,HOSP-001,DEPT-MED,Medical Ward,2026-09-16,2026-09-23,kpi_001,Staffing Level,"Elevated, High",Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,EP-HOSP-001-DEPT-MED-kpi_001-20261008,HOSP-001,DEPT-MED,Medical Ward,2026-10-08,2026-10-08,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,EP-HOSP-001-DEPT-MED-kpi_001-20261102,HOSP-001,DEPT-MED,Medical Ward,2026-11-02,2026-11-02,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,EP-HOSP-001-DEPT-MED-kpi_001-20261107,HOSP-001,DEPT-MED,Medical Ward,2026-11-07,2026-11-07,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,EP-HOSP-001-DEPT-MED-kpi_001-20261219,HOSP-001,DEPT-MED,Medical Ward,2026-12-19,2026-12-22,kpi_001,Staffing Level,High,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,EP-HOSP-001-DEPT-MED-kpi_001-20261228,HOSP-001,DEPT-MED,Medical Ward,2026-12-28,2026-12-28,kpi_001,Staffing Level,Critical,Immediate Stabilisation,Review current roster gaps and activate approved temporary or relief staffing arrangements for Medical Ward. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,True,Required,Action involves relief staffing — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,True
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,EP-HOSP-001-DEPT-MED-kpi_002-20260128,HOSP-001,DEPT-MED,Medical Ward,2026-01-28,2026-01-28,kpi_002,Staff Absenteeism Rate,High,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,EP-HOSP-001-DEPT-MED-kpi_002-20260209,HOSP-001,DEPT-MED,Medical Ward,2026-02-09,2026-02-09,kpi_002,Staff Absenteeism Rate,Critical,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,EP-HOSP-001-DEPT-MED-kpi_002-20260222,HOSP-001,DEPT-MED,Medical Ward,2026-02-22,2026-02-22,kpi_002,Staff Absenteeism Rate,Critical,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,EP-HOSP-001-DEPT-MED-kpi_002-20260322,HOSP-001,DEPT-MED,Medical Ward,2026-03-22,2026-03-22,kpi_002,Staff Absenteeism Rate,High,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,EP-HOSP-001-DEPT-MED-kpi_002-20260403,HOSP-001,DEPT-MED,Medical Ward,2026-04-03,2026-04-04,kpi_002,Staff Absenteeism Rate,Critical,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,kpi_003,Material,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,EP-HOSP-001-DEPT-MED-kpi_002-20260411,HOSP-001,DEPT-MED,Medical Ward,2026-04-11,2026-04-11,kpi_002,Staff Absenteeism Rate,Elevated,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,False
PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,EP-HOSP-001-DEPT-MED-kpi_002-20260505,HOSP-001,DEPT-MED,Medical Ward,2026-05-05,2026-05-05,kpi_002,Staff Absenteeism Rate,High,Immediate Stabilisation,"Review the composition of current unplanned leave in Medical Ward (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",True,Required,Action involves relief coverage — operational displacement or cross-KPI effects possible; simulation would materially improve decision,Episode-level operational configuration,Include,False,,Material,False
