scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,baseline_id,primary_kpi_id,scenario_execution_status,final_scenario_confidence,causality_status,contradiction_severity,provisional_warning,governance_warning,assumption_profile,assumption_set_id,assumption_values_json,overall_validation_status,baseline_validation_status,numerical_validation_status,assumption_challenge_status,governance_compliance_status,tradeoff_classification,sensitivity_classification,dominance_classification,displacement_classification,evidence_id,lineage_id,closure_status
SR-BL-113F02FA67839817--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,EP-HOSP-001-DEPT-ED-kpi_006-20260914,,-MON,Baseline,Patient-satisfaction intervention,BL-113F02FA67839817,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-113F02FA67839817--MON-PKG-0;EV-SR-BL-113F02FA67839817--MON-EP-1,LIN-EV-SR-BL-113F02FA67839817--MON-PKG-0;LIN-EV-SR-BL-113F02FA67839817--MON-EP-1,Closed — Monitoring Only
SR-BL-BD44C5662AD685F3--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,EP-HOSP-001-DEPT-ED-kpi_006-20260921,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-BD44C5662AD685F3,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-BD44C5662AD685F3--MON-PKG-0;EV-SR-BL-BD44C5662AD685F3--MON-EP-1,LIN-EV-SR-BL-BD44C5662AD685F3--MON-PKG-0;LIN-EV-SR-BL-BD44C5662AD685F3--MON-EP-1,Closed — Monitoring Only
SR-BL-00C71683938CAED2--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,EP-HOSP-001-DEPT-ED-kpi_006-20260921,,-MON,Baseline,Patient-satisfaction intervention,BL-00C71683938CAED2,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-00C71683938CAED2--MON-PKG-0;EV-SR-BL-00C71683938CAED2--MON-EP-1,LIN-EV-SR-BL-00C71683938CAED2--MON-PKG-0;LIN-EV-SR-BL-00C71683938CAED2--MON-EP-1,Closed — Monitoring Only
SR-BL-70D364EF34F9A430--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,EP-HOSP-001-DEPT-ED-kpi_006-20261004,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-70D364EF34F9A430,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-70D364EF34F9A430--MON-PKG-0;EV-SR-BL-70D364EF34F9A430--MON-EP-1,LIN-EV-SR-BL-70D364EF34F9A430--MON-PKG-0;LIN-EV-SR-BL-70D364EF34F9A430--MON-EP-1,Closed — Monitoring Only
SR-BL-27D9CD0C766D5773--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,EP-HOSP-001-DEPT-ED-kpi_006-20261004,,-MON,Baseline,Patient-satisfaction intervention,BL-27D9CD0C766D5773,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-27D9CD0C766D5773--MON-PKG-0;EV-SR-BL-27D9CD0C766D5773--MON-EP-1,LIN-EV-SR-BL-27D9CD0C766D5773--MON-PKG-0;LIN-EV-SR-BL-27D9CD0C766D5773--MON-EP-1,Closed — Monitoring Only
SR-BL-D4F581BA90AA7D0D--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,EP-HOSP-001-DEPT-ED-kpi_006-20261111,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-D4F581BA90AA7D0D,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-D4F581BA90AA7D0D--MON-PKG-0;EV-SR-BL-D4F581BA90AA7D0D--MON-EP-1,LIN-EV-SR-BL-D4F581BA90AA7D0D--MON-PKG-0;LIN-EV-SR-BL-D4F581BA90AA7D0D--MON-EP-1,Closed — Monitoring Only
SR-BL-BDC01C1266A6E75F--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,EP-HOSP-001-DEPT-ED-kpi_006-20261111,,-MON,Baseline,Patient-satisfaction intervention,BL-BDC01C1266A6E75F,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-BDC01C1266A6E75F--MON-PKG-0;EV-SR-BL-BDC01C1266A6E75F--MON-EP-1,LIN-EV-SR-BL-BDC01C1266A6E75F--MON-PKG-0;LIN-EV-SR-BL-BDC01C1266A6E75F--MON-EP-1,Closed — Monitoring Only
SR-BL-90EF043027716DEC--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,EP-HOSP-001-DEPT-ED-kpi_006-20261118,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-90EF043027716DEC,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-90EF043027716DEC--MON-PKG-0;EV-SR-BL-90EF043027716DEC--MON-EP-1,LIN-EV-SR-BL-90EF043027716DEC--MON-PKG-0;LIN-EV-SR-BL-90EF043027716DEC--MON-EP-1,Closed — Monitoring Only
SR-BL-CCC4105891D139B0--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,EP-HOSP-001-DEPT-ED-kpi_006-20261118,,-MON,Baseline,Patient-satisfaction intervention,BL-CCC4105891D139B0,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-CCC4105891D139B0--MON-PKG-0;EV-SR-BL-CCC4105891D139B0--MON-EP-1,LIN-EV-SR-BL-CCC4105891D139B0--MON-PKG-0;LIN-EV-SR-BL-CCC4105891D139B0--MON-EP-1,Closed — Monitoring Only
SR-BL-1F2D37CDCADE7AAC--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,EP-HOSP-001-DEPT-ED-kpi_006-20261129,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-1F2D37CDCADE7AAC,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-1F2D37CDCADE7AAC--MON-PKG-0;EV-SR-BL-1F2D37CDCADE7AAC--MON-EP-1,LIN-EV-SR-BL-1F2D37CDCADE7AAC--MON-PKG-0;LIN-EV-SR-BL-1F2D37CDCADE7AAC--MON-EP-1,Closed — Monitoring Only
SR-BL-94DF98046EE1E00F--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,EP-HOSP-001-DEPT-ED-kpi_006-20261129,,-MON,Baseline,Patient-satisfaction intervention,BL-94DF98046EE1E00F,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-94DF98046EE1E00F--MON-PKG-0;EV-SR-BL-94DF98046EE1E00F--MON-EP-1,LIN-EV-SR-BL-94DF98046EE1E00F--MON-PKG-0;LIN-EV-SR-BL-94DF98046EE1E00F--MON-EP-1,Closed — Monitoring Only
SR-BL-1FB41F7B58A47EB6--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,EP-HOSP-001-DEPT-ED-kpi_006-20261203,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-1FB41F7B58A47EB6,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-1FB41F7B58A47EB6--MON-PKG-0;EV-SR-BL-1FB41F7B58A47EB6--MON-EP-1,LIN-EV-SR-BL-1FB41F7B58A47EB6--MON-PKG-0;LIN-EV-SR-BL-1FB41F7B58A47EB6--MON-EP-1,Closed — Monitoring Only
SR-BL-F603A8FACAF7ADEF--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,EP-HOSP-001-DEPT-ED-kpi_006-20261203,,-MON,Baseline,Patient-satisfaction intervention,BL-F603A8FACAF7ADEF,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-F603A8FACAF7ADEF--MON-PKG-0;EV-SR-BL-F603A8FACAF7ADEF--MON-EP-1,LIN-EV-SR-BL-F603A8FACAF7ADEF--MON-PKG-0;LIN-EV-SR-BL-F603A8FACAF7ADEF--MON-EP-1,Closed — Monitoring Only
SR-BL-87395B849B04888D--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,EP-HOSP-001-DEPT-ED-kpi_006-20261210,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-87395B849B04888D,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-87395B849B04888D--MON-PKG-0;EV-SR-BL-87395B849B04888D--MON-EP-1,LIN-EV-SR-BL-87395B849B04888D--MON-PKG-0;LIN-EV-SR-BL-87395B849B04888D--MON-EP-1,Closed — Monitoring Only
SR-BL-0935E02D1B4731AD--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,EP-HOSP-001-DEPT-ED-kpi_006-20261210,,-MON,Baseline,Patient-satisfaction intervention,BL-0935E02D1B4731AD,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-0935E02D1B4731AD--MON-PKG-0;EV-SR-BL-0935E02D1B4731AD--MON-EP-1,LIN-EV-SR-BL-0935E02D1B4731AD--MON-PKG-0;LIN-EV-SR-BL-0935E02D1B4731AD--MON-EP-1,Closed — Monitoring Only
SR-BL-EED85294B154B96F--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,EP-HOSP-001-DEPT-ED-kpi_006-20261224,,-MON,Baseline,Monitoring-Only or Validation Scenario,BL-EED85294B154B96F,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Monitoring-Only or Validation Scenario. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-EED85294B154B96F--MON-PKG-0;EV-SR-BL-EED85294B154B96F--MON-EP-1,LIN-EV-SR-BL-EED85294B154B96F--MON-PKG-0;LIN-EV-SR-BL-EED85294B154B96F--MON-EP-1,Closed — Monitoring Only
SR-BL-BC4A66BC39B09EA1--MON,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,EP-HOSP-001-DEPT-ED-kpi_006-20261224,,-MON,Baseline,Patient-satisfaction intervention,BL-BC4A66BC39B09EA1,kpi_006,Monitoring Only,Insufficient Evidence,Not Confirmed,No Contradiction,False,Non-quantitative family: Patient-satisfaction intervention. Dominant KPI kpi_006 is excluded from scenario calculations.,,,{},,,,,,,,,,EV-SR-BL-BC4A66BC39B09EA1--MON-PKG-0;EV-SR-BL-BC4A66BC39B09EA1--MON-EP-1,LIN-EV-SR-BL-BC4A66BC39B09EA1--MON-PKG-0;LIN-EV-SR-BL-BC4A66BC39B09EA1--MON-EP-1,Closed — Monitoring Only
SR-BL-B4129373EF43AAF4-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-B4129373EF43AAF4,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-6F8BFFC14A228B81-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-6F8BFFC14A228B81,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-BASE-0;EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-REC-1;EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-RECID-2;EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-COMP-3;EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-PKG-4;EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-EP-5,LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-REC-1;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-6F8BFFC14A228B81-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-6F8BFFC14A228B81,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-BASE-0;EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-REC-1;EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-RECID-2;EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-COMP-3;EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-PKG-4;EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-EP-5,LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-REC-1;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-6F8BFFC14A228B81-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-6F8BFFC14A228B81,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-BASE-0;EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-REC-1;EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-RECID-2;EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-COMP-3;EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-PKG-4;EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-EP-5,LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-REC-1;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-6F8BFFC14A228B81-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-6F8BFFC14A228B81,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-BASE-0;EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-REC-1;EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-RECID-2;EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-COMP-3;EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-PKG-4;EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-6F8BFFC14A228B81-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-B1A264E3E5651E6C-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-B1A264E3E5651E6C,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-478DE0B55E86E85C-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-478DE0B55E86E85C,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-1E015E22AD2D25A5-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-1E015E22AD2D25A5,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-BASE-0;EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-REC-1;EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-RECID-2;EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-COMP-3;EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-PKG-4;EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-EP-5,LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-REC-1;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-1E015E22AD2D25A5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-1E015E22AD2D25A5,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-BASE-0;EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-REC-1;EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-RECID-2;EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-COMP-3;EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-PKG-4;EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-EP-5,LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-REC-1;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-1E015E22AD2D25A5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-1E015E22AD2D25A5,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-BASE-0;EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-REC-1;EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-RECID-2;EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-COMP-3;EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-PKG-4;EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-EP-5,LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-REC-1;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-1E015E22AD2D25A5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-1E015E22AD2D25A5,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-BASE-0;EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-REC-1;EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-RECID-2;EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-COMP-3;EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-PKG-4;EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-1E015E22AD2D25A5-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-AB66174EBCB53783-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-AB66174EBCB53783,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-F387C8AEE3022793-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-F387C8AEE3022793,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
